t,AmbiTemp,Irradiance,ModuleTemp,TruePower,InclAngle,Current,Voltage,Humidity
2018/1/1 9:30,8.24711446,451,10.70838043,159.0166324,30,12.61017971,12.61017971,55
2018/1/1 9:40,8.521369042,471,10.28601937,185.3734135,30,13.61519054,13.61519054,55
2018/1/1 9:50,8.803932228,489,10.94480535,184.5869265,30,13.58627714,13.58627714,55
2018/1/1 10:00,9.093216261,506,12.58017475,213.5848477,30,14.61454234,14.61454234,55
2018/1/1 10:10,9.387595619,522,12.51183179,206.8021976,30,14.38061882,14.38061882,55
2018/1/1 10:20,9.68541615,536,13.51770827,184.2598296,30,13.57423403,13.57423403,55
2018/1/1 10:30,9.985004366,549,14.17482856,199.7083933,30,14.13182201,14.13182201,55
2018/1/1 10:40,10.28467684,560,14.82212617,164.4160292,30,12.8224814,12.8224814,55
2018/1/1 10:50,10.58274969,571,15.34620357,232.0838159,30,15.23429736,15.23429736,55
2018/1/1 11:00,10.87754799,579,15.0814611,184.4427168,30,13.58096892,13.58096892,55
2018/1/1 11:10,11.16741525,587,15.44259091,198.6026559,30,14.09264545,14.09264545,55
2018/1/1 11:20,11.45072267,593,16.65692767,266.9508066,30,16.33862927,16.33862927,55
2018/1/1 11:30,11.72587829,598,18.07334086,188.478104,30,13.72873279,13.72873279,55
2018/1/1 11:40,11.99133601,602,19.0657203,209.4516661,30,14.47244506,14.47244506,55
2018/1/1 11:50,12.24560417,604,18.63465364,212.5613216,30,14.5794829,14.5794829,55
2018/1/1 12:00,12.48725401,604,20.8139881,273.4668231,30,16.53683232,16.53683232,55
2018/1/1 12:10,12.71492768,604,19.40446518,199.5104313,30,14.12481615,14.12481615,55
2018/1/1 12:20,12.92734584,602,19.83058137,208.7607697,30,14.44855597,14.44855597,55
2018/1/1 12:30,13.1233149,599,18.42790922,228.0243913,30,15.10047653,15.10047653,55
2018/1/1 12:40,13.30173369,594,19.00793434,240.4352576,30,15.5059749,15.5059749,55
2018/1/1 12:50,13.46159963,588,19.63086768,220.470509,30,14.84824936,14.84824936,55
2018/1/1 13:00,13.60201444,581,18.38288366,209.0989169,30,14.460253,14.460253,55
2018/1/1 13:10,13.7221891,572,18.89831667,262.2414934,30,16.19387209,16.19387209,55
2018/1/1 13:20,13.82144833,563,17.29299797,223.2894515,30,14.94287293,14.94287293,55
2018/1/1 13:30,13.8992344,551,18.30485006,189.0073314,30,13.74799372,13.74799372,55
2018/1/1 13:40,13.9551102,539,17.01894916,172.5009633,30,13.13396221,13.13396221,55
2018/1/1 13:50,13.98876176,525,17.23082872,203.6011734,30,14.2688883,14.2688883,55
2018/1/1 14:00,14,509,15.85184793,172.882255,30,13.14846968,13.14846968,55
2018/1/1 14:10,13.98876176,493,17.36363605,159.3284751,30,12.62253838,12.62253838,55
2018/1/1 14:20,13.9551102,475,15.94367202,155.3542947,30,12.4641203,12.4641203,55
2018/1/1 14:30,13.8992344,455,16.01863959,190.958821,30,13.81878508,13.81878508,55
2018/1/1 14:40,13.82144833,435,15.26694463,160.4138385,30,12.66545848,12.66545848,55
2018/1/1 14:50,13.7221891,413,14.89496162,138.8970163,30,11.78545783,11.78545783,55
2018/1/1 15:00,13.60201444,389,15.82553341,137.5300426,30,11.72732035,11.72732035,55
2018/1/1 15:10,13.46159963,364,13.65720018,148.5552874,30,12.18832586,12.18832586,55
2018/1/1 15:20,13.30173369,338,14.38969006,113.571788,30,10.65700652,10.65700652,55
2018/1/1 15:30,13.1233149,311,13.97057517,118.0530721,30,10.86522306,10.86522306,55
2018/1/1 15:40,12.92734584,282,13.75829624,102.7048409,30,10.13433969,10.13433969,55
2018/1/1 15:50,12.71492768,252,13.54260268,88.50005915,30,9.407447005,9.407447005,55
2018/1/1 16:00,12.48725401,221,13.1605579,80.49290962,30,8.971784082,8.971784082,55
2018/1/1 16:10,12.24560417,188,12.94709172,55.45068982,30,7.446521995,7.446521995,55
2018/1/1 16:20,11.99133601,154,11.34410783,60.95580941,30,7.807420151,7.807420151,55
2018/1/1 16:30,11.72587829,118,12.33044486,45.2778192,30,6.728879491,6.728879491,55
2018/1/1 16:40,11.45072267,81,10.95876016,25.75671148,30,5.075107041,5.075107041,55
2018/1/1 16:50,11.16741525,43,11.04882345,15.4936818,30,3.936201443,3.936201443,55
2018/1/1 17:00,10.87754799,4,11.2092952,1.432212762,30,1.196750919,1.196750919,55
2018/1/1 17:10,10.58274969,0,10.58274969,0,30,0,0,55
2018/1/1 17:20,10.28467684,0,10.28467684,0,30,0,0,55
2018/1/1 17:30,9.985004366,0,9.985004366,0,30,0,0,55
2018/1/1 17:40,9.68541615,0,9.68541615,0,30,0,0,55
2018/1/1 17:50,9.387595619,0,9.387595619,0,30,0,0,55
2018/1/1 18:00,9.093216261,0,9.093216261,0,30,0,0,55
2018/1/1 18:10,8.803932228,0,8.803932228,0,30,0,0,55
2018/1/1 18:20,8.521369042,0,8.521369042,0,30,0,0,55
2018/1/1 18:30,8.24711446,0,8.24711446,0,30,0,0,55
2018/1/1 18:40,7.982709551,0,7.982709551,0,30,0,0,55
2018/1/1 18:50,7.729640036,0,7.729640036,0,30,0,0,55
2018/1/1 19:00,7.489327944,0,7.489327944,0,30,0,0,55
2018/1/1 19:10,7.263123618,0,7.263123618,0,30,0,0,55
2018/1/1 19:20,7.052298126,0,7.052298126,0,30,0,0,55
2018/1/1 19:30,6.858036121,0,6.858036121,0,30,0,0,55
2018/1/1 19:40,6.681429185,0,6.681429185,0,30,0,0,55
2018/1/1 19:50,6.523469694,0,6.523469694,0,30,0,0,55
2018/1/1 20:00,6.385045241,0,6.385045241,0,30,0,0,55
2018/1/1 20:10,6.266933648,0,6.266933648,0,30,0,0,55
2018/1/1 20:20,6.1697986,0,6.1697986,0,30,0,0,55
2018/1/1 20:30,6.094185909,0,6.094185909,0,30,0,0,55
2018/1/1 20:40,6.040520453,0,6.040520453,0,30,0,0,55
2018/1/1 20:50,6.009103783,0,6.009103783,0,30,0,0,55
2018/1/1 21:00,6.000112435,0,6.000112435,0,30,0,0,55
2018/1/1 21:10,6.01359693,0,6.01359693,0,30,0,0,55
2018/1/1 21:20,6.049481499,0,6.049481499,0,30,0,0,55
2018/1/1 21:30,6.107564502,0,6.107564502,0,30,0,0,55
2018/1/1 21:40,6.187519563,0,6.187519563,0,30,0,0,55
2018/1/1 21:50,6.288897405,0,6.288897405,0,30,0,0,55
2018/1/1 22:00,6.411128375,0,6.411128375,0,30,0,0,55
2018/1/1 22:10,6.553525642,0,6.553525642,0,30,0,0,55
2018/1/1 22:20,6.715289058,0,6.715289058,0,30,0,0,55
2018/1/1 22:30,6.895509656,0,6.895509656,0,30,0,0,55
2018/1/1 22:40,7.093174754,0,7.093174754,0,30,0,0,55
2018/1/1 22:50,7.30717365,0,7.30717365,0,30,0,0,55
2018/1/1 23:00,7.536303858,0,7.536303858,0,30,0,0,55
2018/1/1 23:10,7.779277867,0,7.779277867,0,30,0,0,55
2018/1/1 23:20,8.034730379,0,8.034730379,0,30,0,0,55
2018/1/1 23:30,8.301225974,0,8.301225974,0,30,0,0,55
2018/1/1 23:40,8.577267183,0,8.577267183,0,30,0,0,55
2018/1/1 23:50,8.861302897,0,8.861302897,0,30,0,0,55
2018/1/2 0:00,12.99938162,0,12.99938162,0,30,0,0,55
2018/1/2 0:10,12.99010868,0,12.99010868,0,30,0,0,55
2018/1/2 0:20,12.94998617,0,12.94998617,0,30,0,0,55
2018/1/2 0:30,12.87923954,0,12.87923954,0,30,0,0,55
2018/1/2 0:40,12.77826632,0,12.77826632,0,30,0,0,55
2018/1/2 0:50,12.6476339,0,12.6476339,0,30,0,0,55
2018/1/2 1:00,12.4880763,0,12.4880763,0,30,0,0,55
2018/1/2 1:10,12.30049011,0,12.30049011,0,30,0,0,55
2018/1/2 1:20,12.0859294,0,12.0859294,0,30,0,0,55
2018/1/2 1:30,11.8455998,0,11.8455998,0,30,0,0,55
2018/1/2 1:40,11.58085177,0,11.58085177,0,30,0,0,55
2018/1/2 1:50,11.29317294,0,11.29317294,0,30,0,0,55
2018/1/2 2:00,10.98417981,0,10.98417981,0,30,0,0,55
2018/1/2 2:10,10.65560867,0,10.65560867,0,30,0,0,55
2018/1/2 2:20,10.30930579,0,10.30930579,0,30,0,0,55
2018/1/2 2:30,9.947217083,0,9.947217083,0,30,0,0,55
2018/1/2 2:40,9.571377173,0,9.571377173,0,30,0,0,55
2018/1/2 2:50,9.183897947,0,9.183897947,0,30,0,0,55
2018/1/2 3:00,8.786956699,0,8.786956699,0,30,0,0,55
2018/1/2 3:10,8.382783888,0,8.382783888,0,30,0,0,55
2018/1/2 3:20,7.973650609,0,7.973650609,0,30,0,0,55
2018/1/2 3:30,7.561855831,0,7.561855831,0,30,0,0,55
2018/1/2 3:40,7.149713477,0,7.149713477,0,30,0,0,55
2018/1/2 3:50,6.739539425,0,6.739539425,0,30,0,0,55
2018/1/2 4:00,6.333638492,0,6.333638492,0,30,0,0,55
2018/1/2 4:10,5.934291483,0,5.934291483,0,30,0,0,55
2018/1/2 4:20,5.543742376,0,5.543742376,0,30,0,0,55
2018/1/2 4:30,5.164185714,0,5.164185714,0,30,0,0,55
2018/1/2 4:40,4.797754271,0,4.797754271,0,30,0,0,55
2018/1/2 4:50,4.446507067,0,4.446507067,0,30,0,0,55
2018/1/2 5:00,4.112417804,0,4.112417804,0,30,0,0,55
2018/1/2 5:10,3.797363769,0,3.797363769,0,30,0,0,55
2018/1/2 5:20,3.503115287,0,3.503115287,0,30,0,0,55
2018/1/2 5:30,3.231325777,0,3.231325777,0,30,0,0,55
2018/1/2 5:40,2.983522454,0,2.983522454,0,30,0,0,55
2018/1/2 5:50,2.761097757,0,2.761097757,0,30,0,0,55
2018/1/2 6:00,2.565301516,0,2.565301516,0,30,0,0,55
2018/1/2 6:10,2.397233932,0,2.397233932,0,30,0,0,55
2018/1/2 6:20,2.257839399,0,2.257839399,0,30,0,0,55
2018/1/2 6:30,2.14790119,0,2.14790119,0,30,0,0,55
2018/1/2 6:40,2.068037061,0,2.068037061,0,30,0,0,55
2018/1/2 6:50,2.018695779,0,2.018695779,0,30,0,0,55
2018/1/2 7:00,2.000154597,0,2.000154597,0,30,0,0,55
2018/1/2 7:10,2.012517702,35,2.703126328,14.7898396,30,3.845756051,3.845756051,55
2018/1/2 7:20,2.055715623,74,2.017678247,26.82053534,30,5.178854636,5.178854636,55
2018/1/2 7:30,2.129505625,111,1.230633891,47.09790177,30,6.862791106,6.862791106,55
2018/1/2 7:40,2.233473075,146,3.297580532,56.94934883,30,7.546479234,7.546479234,55
2018/1/2 7:50,2.367033766,181,2.182839291,66.71562243,30,8.167963175,8.167963175,55
2018/1/2 8:00,2.529437206,214,2.057176201,87.33198315,30,9.345158273,9.345158273,55
2018/1/2 8:10,2.71977083,245,3.753953587,95.8134934,30,9.788436719,9.788436719,55
2018/1/2 8:20,2.93696513,276,3.718030472,121.1086823,30,11.00493899,11.00493899,55
2018/1/2 8:30,3.179799666,305,3.027006355,119.9795418,30,10.95351733,10.95351733,55
2018/1/2 8:40,3.446909923,333,5.236235403,112.0741991,30,10.58651024,10.58651024,55
2018/1/2 8:50,3.736794975,359,5.639924574,127.5201732,30,11.29248304,11.29248304,55
2018/1/2 9:00,4.047825924,384,4.810624295,154.8591264,30,12.44424069,12.44424069,55
2018/1/2 9:10,4.37825505,408,5.85103211,145.9274036,30,12.08004154,12.08004154,55
2018/1/2 9:20,4.726225632,430,7.089861813,139.3356061,30,11.80405041,11.80405041,55
2018/1/2 9:30,5.089782383,451,7.555631398,148.7633521,30,12.19685829,12.19685829,55
2018/1/2 9:40,5.466882433,471,7.269024384,170.6644467,30,13.06386033,13.06386033,55
2018/1/2 9:50,5.855406813,489,7.576255471,146.1137451,30,12.08775186,12.08775186,55
2018/1/2 10:00,6.253172358,506,9.847741029,188.7513638,30,13.7386813,13.7386813,55
2018/1/2 10:10,6.657943976,522,10.55944809,179.5785988,30,13.40069397,13.40069397,55
2018/1/2 10:20,7.067447207,536,10.52713925,164.5883014,30,12.82919722,12.82919722,55
2018/1/2 10:30,7.479381003,549,11.87831254,195.8908086,30,13.99609977,13.99609977,55
2018/1/2 10:40,7.891430661,561,12.05849733,194.2461831,30,13.93722293,13.93722293,55
2018/1/2 10:50,8.301280822,571,13.32897149,208.3428326,30,14.43408579,14.43408579,55
2018/1/2 11:00,8.706628491,580,13.65026277,216.623991,30,14.71815175,14.71815175,55
2018/1/2 11:10,9.105195972,587,14.77501867,185.516559,30,13.62044636,13.62044636,55
2018/1/2 11:20,9.494743665,594,14.9388995,196.1764498,30,14.00630036,14.00630036,55
2018/1/2 11:30,9.873082656,599,16.23487082,197.610156,30,14.05738795,14.05738795,55
2018/1/2 11:40,10.23808701,602,17.52657052,201.4675318,30,14.19392588,14.19392588,55
2018/1/2 11:50,10.58770573,605,17.2893626,238.3397622,30,15.43825645,15.43825645,55
2018/1/2 12:00,10.91997427,605,19.00459564,212.0371555,30,14.56149565,14.56149565,55
2018/1/2 12:10,11.23302556,605,18.15750876,219.9848378,30,14.83188585,14.83188585,55
2018/1/2 12:20,11.52510053,603,18.7459384,199.6394108,30,14.12938112,14.12938112,55
2018/1/2 12:30,11.79455799,600,18.27278708,206.2969988,30,14.36304281,14.36304281,55
2018/1/2 12:40,12.03988382,596,17.53072185,199.4158782,30,14.1214687,14.1214687,55
2018/1/2 12:50,12.2596995,590,17.76397198,212.3360228,30,14.57175428,14.57175428,55
2018/1/2 13:00,12.45276985,583,18.08699042,211.0372727,30,14.52712197,14.52712197,55
2018/1/2 13:10,12.61801001,574,17.61727817,188.7973541,30,13.74035495,13.74035495,55
2018/1/2 13:20,12.75449146,565,17.73319852,204.4175905,30,14.29746797,14.29746797,55
2018/1/2 13:30,12.8614473,553,16.28333453,186.0685714,30,13.64069542,13.64069542,55
2018/1/2 13:40,12.93827652,541,16.44823056,181.3958498,30,13.46832765,13.46832765,55
2018/1/2 13:50,12.98454742,527,15.42972451,173.151578,30,13.15870731,13.15870731,55
2018/1/2 14:00,13,512,16.64084609,204.2860955,30,14.29286869,14.29286869,55
2018/1/2 14:10,12.98454742,495,16.43364199,187.3077277,30,13.68604135,13.68604135,55
2018/1/2 14:20,12.93827652,477,15.59009715,166.167237,30,12.89058715,12.89058715,55
2018/1/2 14:30,12.8614473,458,14.3967667,178.7835739,30,13.37099749,13.37099749,55
2018/1/2 14:40,12.75449146,437,15.07418912,158.2534665,30,12.57988341,12.57988341,55
2018/1/2 14:50,12.61801001,415,13.44495927,165.75487,30,12.87458232,12.87458232,55
2018/1/2 15:00,12.45276985,392,14.53689672,142.3841778,30,11.93248414,11.93248414,55
2018/1/2 15:10,12.2596995,368,14.17653408,153.8169905,30,12.40229779,12.40229779,55
2018/1/2 15:20,12.03988382,342,12.61995288,107.0331258,30,10.3456815,10.3456815,55
2018/1/2 15:30,11.79455799,314,12.61708189,96.09137619,30,9.802620884,9.802620884,55
2018/1/2 15:40,11.52510053,286,12.7066274,106.9283413,30,10.3406161,10.3406161,55
2018/1/2 15:50,11.23302556,255,11.26686354,89.83335273,30,9.478045829,9.478045829,55
2018/1/2 16:00,10.91997427,224,10.44165278,74.61568385,30,8.638037037,8.638037037,55
2018/1/2 16:10,10.58770573,191,10.68410479,61.33023701,30,7.831362398,7.831362398,55
2018/1/2 16:20,10.23808701,157,9.430929347,58.87386038,30,7.672930365,7.672930365,55
2018/1/2 16:30,9.873082656,122,9.718035595,44.4348887,30,6.665949947,6.665949947,55
2018/1/2 16:40,9.494743665,85,10.41687215,32.58190419,30,5.708056078,5.708056078,55
2018/1/2 16:50,9.105195972,47,9.946957111,18.43741933,30,4.293881615,4.293881615,55
2018/1/2 17:00,8.706628491,8,8.621219041,3.370414859,30,1.835868966,1.835868966,55
2018/1/2 17:10,8.301280822,0,8.301280822,0,30,0,0,55
2018/1/2 17:20,7.891430661,0,7.891430661,0,30,0,0,55
2018/1/2 17:30,7.479381003,0,7.479381003,0,30,0,0,55
2018/1/2 17:40,7.067447207,0,7.067447207,0,30,0,0,55
2018/1/2 17:50,6.657943976,0,6.657943976,0,30,0,0,55
2018/1/2 18:00,6.253172358,0,6.253172358,0,30,0,0,55
2018/1/2 18:10,5.855406813,0,5.855406813,0,30,0,0,55
2018/1/2 18:20,5.466882433,0,5.466882433,0,30,0,0,55
2018/1/2 18:30,5.089782383,0,5.089782383,0,30,0,0,55
2018/1/2 18:40,4.726225632,0,4.726225632,0,30,0,0,55
2018/1/2 18:50,4.37825505,0,4.37825505,0,30,0,0,55
2018/1/2 19:00,4.047825924,0,4.047825924,0,30,0,0,55
2018/1/2 19:10,3.736794975,0,3.736794975,0,30,0,0,55
2018/1/2 19:20,3.446909923,0,3.446909923,0,30,0,0,55
2018/1/2 19:30,3.179799666,0,3.179799666,0,30,0,0,55
2018/1/2 19:40,2.93696513,0,2.93696513,0,30,0,0,55
2018/1/2 19:50,2.71977083,0,2.71977083,0,30,0,0,55
2018/1/2 20:00,2.529437206,0,2.529437206,0,30,0,0,55
2018/1/2 20:10,2.367033766,0,2.367033766,0,30,0,0,55
2018/1/2 20:20,2.233473075,0,2.233473075,0,30,0,0,55
2018/1/2 20:30,2.129505625,0,2.129505625,0,30,0,0,55
2018/1/2 20:40,2.055715623,0,2.055715623,0,30,0,0,55
2018/1/2 20:50,2.012517702,0,2.012517702,0,30,0,0,55
2018/1/2 21:00,2.000154597,0,2.000154597,0,30,0,0,55
2018/1/2 21:10,2.018695779,0,2.018695779,0,30,0,0,55
2018/1/2 21:20,2.068037061,0,2.068037061,0,30,0,0,55
2018/1/2 21:30,2.14790119,0,2.14790119,0,30,0,0,55
2018/1/2 21:40,2.257839399,0,2.257839399,0,30,0,0,55
2018/1/2 21:50,2.397233932,0,2.397233932,0,30,0,0,55
2018/1/2 22:00,2.565301516,0,2.565301516,0,30,0,0,55
2018/1/2 22:10,2.761097757,0,2.761097757,0,30,0,0,55
2018/1/2 22:20,2.983522454,0,2.983522454,0,30,0,0,55
2018/1/2 22:30,3.231325777,0,3.231325777,0,30,0,0,55
2018/1/2 22:40,3.503115287,0,3.503115287,0,30,0,0,55
2018/1/2 22:50,3.797363769,0,3.797363769,0,30,0,0,55
2018/1/2 23:00,4.112417804,0,4.112417804,0,30,0,0,55
2018/1/2 23:10,4.446507067,0,4.446507067,0,30,0,0,55
2018/1/2 23:20,4.797754271,0,4.797754271,0,30,0,0,55
2018/1/2 23:30,5.164185714,0,5.164185714,0,30,0,0,55
2018/1/2 23:40,5.543742376,0,5.543742376,0,30,0,0,55
2018/1/2 23:50,5.934291483,0,5.934291483,0,30,0,0,55
2018/1/3 0:00,9.999550268,0,9.999550268,0,30,0,0,55
2018/1/3 0:10,9.992806314,0,9.992806314,0,30,0,0,55
2018/1/3 0:20,9.963626307,0,9.963626307,0,30,0,0,55
2018/1/3 0:30,9.912174211,0,9.912174211,0,30,0,0,55
2018/1/3 0:40,9.838739142,0,9.838739142,0,30,0,0,55
2018/1/3 0:50,9.743733742,0,9.743733742,0,30,0,0,55
2018/1/3 1:00,9.627691856,0,9.627691856,0,30,0,0,55
2018/1/3 1:10,9.491265538,0,9.491265538,0,30,0,0,55
2018/1/3 1:20,9.335221383,0,9.335221383,0,30,0,0,55
2018/1/3 1:30,9.160436222,0,9.160436222,0,30,0,0,55
2018/1/3 1:40,8.967892193,0,8.967892193,0,30,0,0,55
2018/1/3 1:50,8.758671226,0,8.758671226,0,30,0,0,55
2018/1/3 2:00,8.533948956,0,8.533948956,0,30,0,0,55
2018/1/3 2:10,8.294988125,0,8.294988125,0,30,0,0,55
2018/1/3 2:20,8.043131483,0,8.043131483,0,30,0,0,55
2018/1/3 2:30,7.779794242,0,7.779794242,0,30,0,0,55
2018/1/3 2:40,7.506456126,0,7.506456126,0,30,0,0,55
2018/1/3 2:50,7.224653053,0,7.224653053,0,30,0,0,55
2018/1/3 3:00,6.935968508,0,6.935968508,0,30,0,0,55
2018/1/3 3:10,6.642024646,0,6.642024646,0,30,0,0,55
2018/1/3 3:20,6.34447317,0,6.34447317,0,30,0,0,55
2018/1/3 3:30,6.044986059,0,6.044986059,0,30,0,0,55
2018/1/3 3:40,5.745246165,0,5.745246165,0,30,0,0,55
2018/1/3 3:50,5.446937764,0,5.446937764,0,30,0,0,55
2018/1/3 4:00,5.151737085,0,5.151737085,0,30,0,0,55
2018/1/3 4:10,4.861302897,0,4.861302897,0,30,0,0,55
2018/1/3 4:20,4.577267183,0,4.577267183,0,30,0,0,55
2018/1/3 4:30,4.301225974,0,4.301225974,0,30,0,0,55
2018/1/3 4:40,4.034730379,0,4.034730379,0,30,0,0,55
2018/1/3 4:50,3.779277867,0,3.779277867,0,30,0,0,55
2018/1/3 5:00,3.536303858,0,3.536303858,0,30,0,0,55
2018/1/3 5:10,3.30717365,0,3.30717365,0,30,0,0,55
2018/1/3 5:20,3.093174754,0,3.093174754,0,30,0,0,55
2018/1/3 5:30,2.895509656,0,2.895509656,0,30,0,0,55
2018/1/3 5:40,2.715289058,0,2.715289058,0,30,0,0,55
2018/1/3 5:50,2.553525642,0,2.553525642,0,30,0,0,55
2018/1/3 6:00,2.411128375,0,2.411128375,0,30,0,0,55
2018/1/3 6:10,2.288897405,0,2.288897405,0,30,0,0,55
2018/1/3 6:20,2.187519563,0,2.187519563,0,30,0,0,55
2018/1/3 6:30,2.107564502,0,2.107564502,0,30,0,0,55
2018/1/3 6:40,2.049481499,0,2.049481499,0,30,0,0,55
2018/1/3 6:50,2.01359693,0,2.01359693,0,30,0,0,55
2018/1/3 7:00,2.000112435,0,2.000112435,0,30,0,0,55
2018/1/3 7:10,2.009103783,35,2.400586846,13.41224264,30,3.662272879,3.662272879,55
2018/1/3 7:20,2.040520453,74,1.186331376,27.51761647,30,5.245723636,5.245723636,55
2018/1/3 7:30,2.094185909,111,1.436784889,39.6550148,30,6.297222784,6.297222784,55
2018/1/3 7:40,2.1697986,147,1.369912125,61.7201182,30,7.856215259,7.856215259,55
2018/1/3 7:50,2.266933648,181,1.893210683,67.60575295,30,8.222271763,8.222271763,55
2018/1/3 8:00,2.385045241,214,1.804050186,94.97960134,30,9.745747859,9.745747859,55
2018/1/3 8:10,2.523469694,246,3.73500847,108.7958479,30,10.43052481,10.43052481,55
2018/1/3 8:20,2.681429185,276,3.400746687,120.0416026,30,10.95634987,10.95634987,55
2018/1/3 8:30,2.858036121,305,4.239784641,123.7004278,30,11.1220694,11.1220694,55
2018/1/3 8:40,3.052298126,333,4.744098789,124.0746394,30,11.13887963,11.13887963,55
2018/1/3 8:50,3.263123618,360,3.893913796,144.1291243,30,12.00537897,12.00537897,55
2018/1/3 9:00,3.489327944,385,5.420683272,136.2120388,30,11.67099134,11.67099134,55
2018/1/3 9:10,3.729640036,408,4.455439172,171.5345312,30,13.09711919,13.09711919,55
2018/1/3 9:20,3.982709551,431,4.900543623,147.8156113,30,12.15794437,12.15794437,55
2018/1/3 9:30,4.24711446,452,6.120736323,159.8264324,30,12.64224792,12.64224792,55
2018/1/3 9:40,4.521369042,471,6.636685966,148.5561212,30,12.18836007,12.18836007,55
2018/1/3 9:50,4.803932228,490,8.10395109,168.2260272,30,12.97019765,12.97019765,55
2018/1/3 10:00,5.093216261,507,7.469470533,186.3163694,30,13.64977543,13.64977543,55
2018/1/3 10:10,5.387595619,522,7.451623893,208.444673,30,14.43761314,14.43761314,55
